name,award,year,region,dl_profile,double_underscore_content
"Karp, Richard",ACM A. M. Turing Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81361598854,
"Mattson, Richard L",ACM Programming Systems and Languages Paper Award,1971,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100491652,
"Larson, Richard",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100470714,
"Larson, Richard",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100470714,
"Lathwell, Richard",ACM Grace Murray Hopper Award,1973,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332510976,
"Gabriel, Richard P.",ACM AAAI Allen Newell Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100654724,
"Snodgrass, Richard",Outstanding Contribution to ACM Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452613035,
"Stallman, Richard",ACM Grace Murray Hopper Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100150601,
"Stallman, Richard",ACM Software System Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100150601,
"Hamming, Richard W",ACM A. M. Turing Award,1968,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100153796,
"Vuduc, Richard W.",ACM Gordon Bell Prize,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100139377,
"Rashid, Rick",ACM Software System Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100279939,
"Yokota, Rio",ACM Gordon Bell Prize,2009,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81447599968,
"Sherman, Rivi",ACM Software System Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100372533,
"Hartill, Rob",ACM Software System Award,1999,North America,https://dl.acm.orgN/A,
"Aiken, Robert",Outstanding Contribution to ACM Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100400272,
"Blumofe, Robert",ACM Paris Kanellakis Theory and Practice Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100628565,
"Brayton, Robert",ACM Paris Kanellakis Theory and Practice Award,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100241207,
"Miller, Robert C.",ACM Doctoral Dissertation Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100162232,
"Cailliau, Robert",ACM Software System Award,1995,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100431336,
"Kahn, Robert E",ACM Presidential Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100452904,
"Kahn, Robert E",ACM Software System Award,1991,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100452904,
"Kahn, Robert E",ACM A. M. Turing Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100452904,
"Rudd, Robert E",ACM Gordon Bell Prize,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350595938,
"Tarjan, Robert E",ACM A. M. Turing Award,1986,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100645220,
"Tarjan, Robert E",ACM Paris Kanellakis Theory and Practice Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100645220,
"Frankston, Robert",ACM Software System Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100409932,
"Gerber, Robert",ACM Software System Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100094473,
"Metcalfe, Robert M.",ACM Grace Murray Hopper Award,1980,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452606704,
"Metcalfe, Robert Melancton",ACM Grace Murray Hopper Award,1980,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=89758929157,
"Metcalfe, Robert Melancton",ACM A. M. Turing Award,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=89758929157,
"Sidebotham, Robert N.",ACM Software System Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100182863,
"O'Callahan, Robert",ACM Doctoral Dissertation Award,2001,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100649205,
"Colwell, Robert P.",ACM-IEEE CS Eckert-Mauchly Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81502645089,
"Kurshan, Robert P.",ACM Paris Kanellakis Theory and Practice Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100018441,
"Barton, Robert S.",ACM-IEEE CS Eckert-Mauchly Award,1979,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100161938,
"Thau, Robert S.",ACM Software System Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81430625894,
"Schapire, Robert",ACM Paris Kanellakis Theory and Practice Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100083454,
"Schapire, Robert",ACM Doctoral Dissertation Award,1991,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100083454,
"Sedgewick, Robert",ACM Karl V. Karlstrom Outstanding Educator Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100048297,
"Solovay, Robert",ACM Paris Kanellakis Theory and Practice Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100660474,
"Tomasulo, Robert",ACM-IEEE CS Eckert-Mauchly Award,1997,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100061071,
"Taylor, Robert W",ACM Software System Award,1984,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100520259,
"Floyd, Robert W.",ACM A. M. Turing Award,1978,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452611368,
"Car, Roberto",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Murphy, Robin R",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100545387,
"Cattell, Roderic G.",ACM Doctoral Dissertation Award,1978,North America,https://dl.acm.orgN/A,
"Moore, Roger",ACM Grace Murray Hopper Award,1973,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81342505029,
"Basu Roy, Rohan",ACM-IEEE CS George Michael Memorial HPC Fellowships,2023,North America,https://dl.acm.orgN/A,
"Gurjar, Rohit",ACM India Doctoral Dissertation Award,2017,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81548040799,
"Mueller, Rolf",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Amaro, Rommie E.",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Dror, Ron",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81326488967,
"Dror, Ron",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81326488967,
"Soltz, Ron",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81375609393,
"Boisvert, Ronald",Outstanding Contribution to ACM Award,1999,North America,https://dl.acm.orgN/A,
"Rivest, Ronald L",ACM A. M. Turing Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81328490215,
"Rivest, Ronald L",ACM Paris Kanellakis Theory and Practice Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81328490215,
"Kaplan, Ronald M.",ACM Software System Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100155184,
"Sharma, Roohani",ACM India Doctoral Dissertation Award,2021,Asia,https://dl.acm.orgN/A,
"Fielding, Roy T.",ACM Software System Award,1999,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100283787,
"Harris, Russell",Outstanding Contribution to ACM Award,2013,North America,https://dl.acm.orgN/A,
"Mehta, Ruta",ACM India Doctoral Dissertation Award,2012,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81479652947,
"Davis, Ruth E.",ACM Doctoral Dissertation Award,1980,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339496285,
"Bajcsy, Ruzena",ACM AAAI Allen Newell Award,2001,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100289199,
"Bajcsy, Ruzena",ACM Distinguished Service Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100289199,
"Beckett, Ryan",ACM Doctoral Dissertation Award,2018,North America,https://dl.acm.orgN/A,
"Gabrys, Ryan",ACM-IEEE CS George Michael Memorial HPC Fellowships,2012,North America,https://dl.acm.orgN/A,
"Yanai, Ryoko",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488592,
"Himeno, Ryutaro",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100391733,
"LAM, SIMON S",ACM Software System Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452604235,
"Katti, Sachin",ACM Doctoral Dissertation Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100561602,
"Ankireddy, Sahithi",ACM/CSTA Cutler-Bell Prize in High School Computing,2020,North America,https://dl.acm.orgN/A,
"Saurabh, Saket",ACM India Early Career Researcher Award,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100005989,
"Vadhan, Salil P",ACM Doctoral Dissertation Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100534484,
"Foreman, Sam",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Das, Sambit",ACM Gordon Bell Prize,2023,North America,https://dl.acm.orgN/A,
"Kiswany, Samer Al",ACM-IEEE CS George Michael Memorial HPC Fellowships,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81361599290,
"Garg, Sanjam",ACM Doctoral Dissertation Award,2013,Asia,https://dl.acm.orgN/A,
"Ghemawat, Sanjay",ACM Prize in Computing,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100199690,
"Arora, Sanjeev",ACM Doctoral Dissertation Award,1995,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100591511,
"Arora, Sanjeev",ACM Prize in Computing,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100591511,
"Baghsorkhi, Sara",ACM-IEEE CS George Michael Memorial HPC Fellowships,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81335487969,
"Sreepathi, Sarat",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Adve, Sarita",ACM-IEEE CS Ken Kennedy Award,2018,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100524186,
"Sahni, Sartaj K",ACM Karl V. Karlstrom Outstanding Educator Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100646728,
"Balay, Satish",SIAM/ACM Prize in Computational Science and Engineering,2015,North America,https://dl.acm.orgN/A,
"Amarel, Saul",ACM AAAI Allen Newell Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100321294,
"Gorn, Saul",ACM Distinguished Service Award,1974,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332501517,
"Rosen, Saul",ACM Distinguished Service Award,1984,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100316437,
"Devine, Scott",ACM Software System Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332495959,
"Futral, Scott",ACM Gordon Bell Prize,2013,North America,https://dl.acm.orgN/A,
"Shenker, Scott J",ACM Paris Kanellakis Theory and Practice Award,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100282775,
"McNee, Sean M",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100632472,
"Couch, Sean M.",ACM-IEEE CS George Michael Memorial HPC Fellowships,2008,North America,https://dl.acm.orgN/A,
"Treichler, Sean",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Yekhanin, Sergey",ACM Doctoral Dissertation Award,2007,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100051910,
"Cooper, Seth",ACM Doctoral Dissertation Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81314493529,
"Cray, Seymour",ACM-IEEE CS Eckert-Mauchly Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100053602,
"Wolfson, Seymour J",Outstanding Contribution to ACM Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339536707,
"Smith, Shaden",ACM-IEEE CS George Michael Memorial HPC Fellowships,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=99658764804,
"Goldwasser, Shafi",ACM Grace Murray Hopper Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100237195,
"Goldwasser, Shafi",ACM Athena Lecturer Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100237195,
"Goldwasser, Shafi",ACM A. M. Turing Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100237195,
"Ghandeharizadeh, Shahram",ACM Software System Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100289943,
"Su, Shaowen",ACM Software System Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332530306,
"Mok, Shark Yeuk-Hai",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Climer, Sharlee",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100629551 ,
"Daily, Shaundra",ACM Karl V. Karlstrom Outstanding Educator Award,2023,North America,https://dl.acm.orgN/A,
"Gharan, Shayan Oveis",ACM Doctoral Dissertation Award,2013,Middle East,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81472642789,
"Lockhart, Shelby",ACM-IEEE CS George Michael Memorial HPC Fellowships,2022,North America,https://dl.acm.orgN/A,
"Nichols, Sherri",ACM Software System Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100281821,
"Fujikawa, Shigenori",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321487538,
"Vashishth, Shikhar",ACM India Doctoral Dissertation Award,2021,Asia,https://dl.acm.orgN/A,
"Agarwal, Shobhit",ACM/CSTA Cutler-Bell Prize in High School Computing,2023,North America,https://dl.acm.orgN/A,
"Roychowdhury, Shoumik",ACM/CSTA Cutler-Bell Prize in High School Computing,2021,North America,https://dl.acm.orgN/A,
"Agrawal, Shweta",ACM India Outstanding Contributions in Computing by a Woman Award,2022,Asia,https://dl.acm.orgN/A,
"Gollakota, Shyamnath",ACM Doctoral Dissertation Award,2012,North America,https://dl.acm.orgN/A,
"Gollakota, Shyamnath",ACM Grace Murray Hopper Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81336489396,
"Lam, Shyong K.",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81451599002,
"Mirarab, Siavash",ACM Doctoral Dissertation Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332516195,
"Bhandari, Siddharth",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Micali, Silvio",ACM A. M. Turing Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100228636,
"Winwood, Simon",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Melchionna, Simone",ACM Gordon Bell Prize,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81502764788,
"Berners-Lee, Tim",ACM A. M. Turing Award,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100026375,
"Berners-Lee, Tim",ACM Software System Award,1995,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100026375,
"Nallamothu, Sirihaasa",ACM/CSTA Cutler-Bell Prize in High School Computing,2022,North America,https://dl.acm.orgN/A,
"Mbuguah, Solomon",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2005,North America,https://dl.acm.orgN/A,
"Guha, Sreya",ACM/CSTA Cutler-Bell Prize in High School Computing,2017,North America,https://dl.acm.orgN/A,
"Iyer, Sridhar",ACM India Outstanding Contribution to Computing Education Award,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81409596332,
"Srinivasan, Srikanth",ACM India Doctoral Dissertation Award,2012,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81384617543,
"Sekar, Sruthi",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Smith, Staci A.",ACM-IEEE CS George Michael Memorial HPC Fellowships,2019,North America,https://dl.acm.orgN/A,
"Wang, Stanley C.",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Kral, Stefan",ACM Gordon Bell Prize,2006,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332509951,
"Savage, Stefan",ACM Prize in Computing,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100570405,
"Mueller, Stefanie",ACM Doctoral Dissertation Award,2017,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81548921556,
"Piana, Stefano",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453628823,
"Schmidt, Steffen",ACM Gordon Bell Prize,2013,Europe,https://dl.acm.orgN/A,
"Jaure, Stephan",ACM Gordon Bell Prize,2022,Europe,https://dl.acm.orgN/A,
"Cook, Stephen A",ACM A. M. Turing Award,1982,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81451600040,
"Bourne, Stephen",ACM Presidential Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100584611,
"Bourne, Stephen",Outstanding Contribution to ACM Award,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100584611,
"Keckler, Stephen",ACM Grace Murray Hopper Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100599063,
"Ness, Stephen",ACM Programming Systems and Languages Paper Award,1974,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100629681,
"Wozniak, Stephen",ACM Grace Murray Hopper Award,1979,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100118856,
"Northover, Steve",ACM Software System Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81371596828,
"Johnson, Steven",ACM Doctoral Dissertation Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100449521,
"Esser, Steven K.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81447599746,
"McCanne, Steven R.",ACM Doctoral Dissertation Award,1997,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100453061,
"Silvester, Steven",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Feldman, Stuart",ACM Software System Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100064406,
"Russell, Stuart",ACM Karl V. Karlstrom Outstanding Educator Award,2005,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339525620,
"Russell, Stuart",ACM AAAI Allen Newell Award,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339525620,
"Zweben, Stuart",Outstanding Contribution to ACM Award,1997,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81408603235,
"Khot, Subhash",ACM Doctoral Dissertation Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81327489701,
"Sherif, Suhail",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Ghoshal, Suprovat",ACM India Doctoral Dissertation Award,2022,Asia,https://dl.acm.orgN/A,
"Succi, Suro",ACM Gordon Bell Prize,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100336103,
"Eggers, Susan",ACM Athena Lecturer Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100262930,
"Eggers, Susan",ACM-IEEE CS Eckert-Mauchly Award,2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100262930,
"Graham, Susan L",ACM Distinguished Service Award,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452606376,
"Graham, Susan L",ACM-IEEE CS Ken Kennedy Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452606376,
"Owicki, Susan S",ACM Programming Systems and Languages Paper Award,1977,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100374618,
"Dumais, Susan T",ACM Athena Lecturer Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100134501,
"Sanyal, Swagato",ACM India Doctoral Dissertation Award,2018,Asia,https://dl.acm.orgN/A,
"Corlay, Sylvain",ACM Software System Award,2017,Europe,https://dl.acm.orgN/A,
"Ratnasamy, Sylvia",ACM Grace Murray Hopper Award,2014,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100259762,
"Watanabe, T.",ACM-IEEE CS Eckert-Mauchly Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100364015,
"Raman, T.V.",ACM Doctoral Dissertation Award,1994,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100054172,
"Murray, Toby",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Koishi, Takahiro",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100583752,
"Shimokawabe, Takashi",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81474697261,
"Aoki, Takayuki",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81410592535,
"Kanade, Takeo",ACM AAAI Allen Newell Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100496698,
"Ben-Nun, Tal",ACM Gordon Bell Prize,2019,Europe,https://dl.acm.orgN/A,
"Whitney, Telle",ACM Distinguished Service Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100105087,
"Ma, Tengyu",ACM Doctoral Dissertation Award,2018,North America,https://dl.acm.orgN/A,
"Quan, Terry",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Narumi, Tetsu",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100034687,
"Narumi, Tetsu",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100034687,
"Coquand, Thierry",ACM Software System Award,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100212287,
"D'Auria, Thomas A",Outstanding Contribution to ACM Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100023232,
"Maier, Thomas A.",ACM Gordon Bell Prize,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81421599724,
"Steel, Thomas B",ACM Distinguished Service Award,1977,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332529464,
"Bartoschek, Thomas",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2012,Europe,https://dl.acm.orgN/A,
"Brettin, Thomas",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Clark, Thomas",ACM Gordon Bell Prize,2022,Europe,https://dl.acm.orgN/A,
"DeFanti, Thomas",Outstanding Contribution to ACM Award,1988,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100432746,
"Price, Thomas G",ACM Programming Systems and Languages Paper Award,1982,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100550864,
"Gibbs, Thomas",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Hughes, Thomas J.R.",SIAM/ACM Prize in Computational Science and Engineering,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100164422,
"Kluyer, Thomas",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Reps, Thomas",ACM Doctoral Dissertation Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100117392,
"Schulthess, Thomas",ACM Gordon Bell Prize,2008,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100405515,
"Schulthess, Thomas",ACM Gordon Bell Prize,2009,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100405515,
"Schulthess, Thomas",ACM Gordon Bell Prize,2010,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100405515,
"Sewell, Thomas",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Woo, Thomas Y. C.",ACM Software System Award,2004,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332536184,
"Kurth, Thorsten",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Kurth, Thorsten",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Roughgarden, Tim",ACM Grace Murray Hopper Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81342509525,
"Roughgarden, Tim",ACM Doctoral Dissertation Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81342509525,
"Schneider, Timo",ACM Gordon Bell Prize,2019,Europe,https://dl.acm.orgN/A,
"Boykin, Timothy B.",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81384605022,
"Layman, Timothy",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Zhang, Tingjian",ACM Gordon Bell Prize,2017,Asia,https://dl.acm.orgN/A,
"Patel, Tirthak",ACM-IEEE CS George Michael Memorial HPC Fellowships,2021,North America,https://dl.acm.orgN/A,
"Isaac, Tobin",ACM Gordon Bell Prize,2015,North America,https://dl.acm.orgN/A,
"Gibbs, Tom",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Kilburn, Tom",ACM-IEEE CS Eckert-Mauchly Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81384619225,
"Ishiyama, Tomoaki",ACM Gordon Bell Prize,2012,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81467657958,
"Takaki, Tomohiro",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81490647369,
"Hoefler, Torsten",ACM Gordon Bell Prize,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81490653040,
"Mudge, Trevor",ACM-IEEE CS Eckert-Mauchly Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100571709,
